500	100	673.3	0	180	-160.69
500	99.9995	673.3	0	180	-160.69
499.998	99.998	673.302	0	180	-160.688
499.995	99.9955	673.304	0	180	-160.686
499.992	99.992	673.308	0	180	-160.682
499.987	99.9875	673.312	0	180	-160.678
499.982	99.982	673.318	0	180	-160.672
499.976	99.9755	673.324	0	180	-160.666
499.968	99.968	673.332	0	180	-160.658
499.959	99.9595	673.34	0	180	-160.65
499.95	99.95	673.35	0	180	-160.64
499.939	99.9395	673.36	0	180	-160.63
499.928	99.928	673.372	0	180	-160.618
499.916	99.9155	673.384	0	180	-160.606
499.902	99.902	673.398	0	180	-160.592
499.887	99.8875	673.412	0	180	-160.578
499.872	99.872	673.428	0	180	-160.562
499.856	99.8555	673.444	0	180	-160.546
499.838	99.838	673.462	0	180	-160.528
499.82	99.8195	673.48	0	180	-160.51
499.8	99.8	673.5	0	180	-160.49
499.779	99.7795	673.52	0	180	-160.47
499.758	99.758	673.542	0	180	-160.45
499.736	99.7355	673.564	0	180	-160.43
499.712	99.712	673.588	0	180	-160.41
499.688	99.6875	673.612	0	180	-160.39
499.662	99.662	673.638	0	180	-160.37
499.636	99.6355	673.664	0	180	-160.349
499.608	99.608	673.692	0	180	-160.329
499.579	99.5795	673.72	0	180	-160.309
499.55	99.55	673.75	0	180	-160.289
499.521	99.5195	673.779	0	180	-160.269
499.491	99.488	673.808	0	180	-160.249
499.461	99.4555	673.838	0	180	-160.229
499.432	99.422	673.867	0	180	-160.209
499.402	99.3875	673.897	0	180	-160.189
499.373	99.352	673.926	0	180	-160.169
499.343	99.3155	673.955	0	180	-160.148
499.314	99.278	673.985	0	180	-160.128
499.284	99.2395	674.014	0	180	-160.108
499.254	99.2	674.043	0	180	-160.088
499.225	99.1595	674.073	0	180	-160.068
499.195	99.118	674.102	0	180	-160.048
499.166	99.0755	674.131	0	180	-160.028
499.136	99.032	674.161	0	180	-160.008
499.107	98.9875	674.19	0	180	-159.988
499.077	98.942	674.219	0	180	-159.968
499.048	98.8955	674.249	0	180	-159.948
499.018	98.848	674.278	0	180	-159.927
498.988	98.7995	674.307	0	180	-159.907
498.959	98.75	674.337	0	180	-159.887
498.929	98.6995	674.366	0	180	-159.867
498.9	98.648	674.396	0	180	-159.847
498.87	98.5955	674.425	0	180	-159.827
498.841	98.542	674.454	0	180	-159.807
498.811	98.4875	674.484	0	180	-159.787
498.782	98.432	674.513	0	180	-159.767
498.752	98.3755	674.542	0	180	-159.747
498.722	98.318	674.572	0	180	-159.726
498.693	98.2595	674.601	0	180	-159.706
498.663	98.2	674.63	0	180	-159.686
498.634	98.1395	674.66	0	180	-159.666
498.604	98.078	674.689	0	180	-159.646
498.575	98.0155	674.718	0	180	-159.626
498.545	97.952	674.748	0	180	-159.606
498.515	97.8875	674.777	0	180	-159.586
498.486	97.822	674.806	0	180	-159.566
498.456	97.7555	674.836	0	180	-159.546
498.427	97.688	674.865	0	180	-159.526
498.397	97.6195	674.895	0	180	-159.505
498.368	97.55	674.924	0	180	-159.485
498.338	97.4795	674.953	0	180	-159.465
498.309	97.408	674.983	0	180	-159.445
498.279	97.3355	675.012	0	180	-159.425
498.249	97.262	675.041	0	180	-159.405
498.22	97.1875	675.071	0	180	-159.385
498.19	97.112	675.1	0	180	-159.365
498.161	97.0355	675.129	0	180	-159.345
498.131	96.958	675.159	0	180	-159.325
498.102	96.8795	675.188	0	180	-159.304
498.072	96.8	675.217	0	180	-159.284
498.042	96.7195	675.247	0	180	-159.264
498.013	96.638	675.276	0	180	-159.244
497.983	96.5555	675.305	0	180	-159.224
497.954	96.472	675.335	0	180	-159.204
497.924	96.3875	675.364	0	180	-159.184
497.895	96.302	675.394	0	180	-159.164
497.865	96.2155	675.423	0	180	-159.144
497.836	96.128	675.452	0	180	-159.124
497.806	96.0395	675.482	0	180	-159.104
497.776	95.95	675.511	0	180	-159.083
497.747	95.8595	675.54	0	180	-159.063
497.717	95.768	675.57	0	180	-159.043
497.688	95.6755	675.599	0	180	-159.023
497.658	95.582	675.628	0	180	-159.003
497.629	95.4875	675.658	0	180	-158.983
