591.296	83.3333	456	0	180	-9.41235
591.296	83.3328	456.001	0	180	-9.41285
591.294	83.3313	456.002	0	180	-9.41435
591.292	83.3288	456.005	0	180	-9.41685
591.288	83.3253	456.008	0	180	-9.42035
591.284	83.3208	456.013	0	180	-9.42485
591.278	83.3155	456.018	0	180	-9.43035
591.272	83.3101	456.024	0	180	-9.43685
591.264	83.3047	456.032	0	180	-9.44435
591.256	83.2992	456.041	0	180	-9.45285
591.246	83.2938	456.05	0	180	-9.46235
591.236	83.2884	456.061	0	180	-9.47285
591.224	83.283	456.072	0	180	-9.48435
591.212	83.2776	456.084	0	180	-9.49685
591.198	83.2722	456.098	0	180	-9.51035
591.184	83.2668	456.113	0	180	-9.52485
591.168	83.2614	456.128	0	180	-9.54035
591.152	83.256	456.144	0	180	-9.55685
591.134	83.2505	456.162	0	180	-9.57435
591.115	83.2451	456.18	0	180	-9.59285
591.096	83.2397	456.2	0	180	-9.61235
591.076	83.2343	456.221	0	180	-9.63285
591.054	83.2289	456.242	0	180	-9.65435
591.032	83.2235	456.264	0	180	-9.67685
591.008	83.2181	456.288	0	180	-9.70035
590.984	83.2127	456.312	0	180	-9.72485
590.958	83.2073	456.338	0	180	-9.75035
590.932	83.2018	456.365	0	180	-9.77685
590.904	83.1964	456.392	0	180	-9.80435
590.875	83.191	456.421	0	180	-9.83285
590.846	83.1856	456.45	0	180	-9.86235
590.816	83.1802	456.481	0	180	-9.89285
590.784	83.1748	456.512	0	180	-9.92435
590.752	83.1694	456.545	0	180	-9.95685
590.718	83.164	456.578	0	180	-9.99035
590.683	83.1586	456.613	0	180	-10.0248
590.648	83.1531	456.648	0	180	-10.0603
590.612	83.1477	456.685	0	180	-10.0968
590.574	83.1423	456.722	0	180	-10.1343
590.535	83.1369	456.761	0	180	-10.1728
590.496	83.1315	456.8	0	180	-10.2123
590.456	83.1261	456.841	0	180	-10.2528
590.414	83.1207	456.882	0	180	-10.2943
590.372	83.1153	456.925	0	180	-10.3368
590.328	83.1099	456.968	0	180	-10.3803
590.284	83.1044	457.013	0	180	-10.4248
590.238	83.099	457.058	0	180	-10.4703
590.192	83.0936	457.105	0	180	-10.5168
590.144	83.0882	457.152	0	180	-10.5643
590.096	83.0828	457.201	0	180	-10.6128
590.046	83.0774	457.25	0	180	-10.6623
589.995	83.072	457.3	0	180	-10.7128
589.944	83.0666	457.352	0	180	-10.7643
589.892	83.0612	457.404	0	180	-10.8168
589.838	83.0557	457.458	0	180	-10.8703
589.784	83.0503	457.512	0	180	-10.9248
589.728	83.0449	457.568	0	180	-10.9803
589.672	83.0395	457.625	0	180	-11.0368
589.614	83.0341	457.682	0	180	-11.0943
589.556	83.0287	457.74	0	180	-11.1528
589.496	83.0233	457.8	0	180	-11.2123
589.436	83.0179	457.861	0	180	-11.2728
589.375	83.0125	457.922	0	180	-11.3343
589.314	83.007	457.985	0	180	-11.3968
589.253	83.0016	458.048	0	180	-11.4603
589.192	82.9962	458.112	0	180	-11.5248
589.131	82.9908	458.176	0	180	-11.5903
589.07	82.9854	458.241	0	180	-11.6568
589.009	82.98	458.305	0	180	-11.7243
588.948	82.9746	458.369	0	180	-11.7928
588.887	82.9692	458.433	0	180	-11.8623
588.826	82.9638	458.497	0	180	-11.9328
588.765	82.9583	458.561	0	180	-12.0043
588.704	82.9529	458.626	0	180	-12.0768
588.643	82.9475	458.69	0	180	-12.1503
588.583	82.9421	458.754	0	180	-12.2248
588.522	82.9367	458.818	0	180	-12.3003
588.461	82.9313	458.882	0	180	-12.3768
588.4	82.9259	458.946	0	180	-12.4543
588.339	82.9205	459.011	0	180	-12.5328
588.278	82.9151	459.075	0	180	-12.6123
588.217	82.9096	459.139	0	180	-12.6928
588.156	82.9042	459.203	0	180	-12.7743
588.095	82.8988	459.267	0	180	-12.8568
588.034	82.8934	459.331	0	180	-12.9403
587.973	82.888	459.396	0	180	-13.0248
587.912	82.8826	459.46	0	180	-13.1103
587.851	82.8772	459.524	0	180	-13.1968
587.79	82.8718	459.588	0	180	-13.2843
587.73	82.8664	459.652	0	180	-13.3728
587.669	82.8609	459.716	0	180	-13.4623
587.608	82.8555	459.781	0	180	-13.5528
587.547	82.8501	459.845	0	180	-13.6443
587.486	82.8447	459.909	0	180	-13.7368
587.425	82.8393	459.973	0	180	-13.8303
587.364	82.8339	460.037	0	180	-13.9243
587.303	82.8285	460.101	0	180	-14.0182
587.242	82.8231	460.166	0	180	-14.1122
587.181	82.8177	460.23	0	180	-14.2061
587.12	82.8122	460.294	0	180	-14.3001
587.059	82.8068	460.358	0	180	-14.394
586.998	82.8014	460.422	0	180	-14.4879
586.937	82.796	460.487	0	180	-14.5819
586.877	82.7906	460.551	0	180	-14.6758
586.816	82.7852	460.615	0	180	-14.7698
586.755	82.7798	460.679	0	180	-14.8637
586.694	82.7744	460.743	0	180	-14.9577
586.633	82.769	460.807	0	180	-15.0516
586.572	82.7635	460.872	0	180	-15.1455
586.511	82.7581	460.936	0	180	-15.2395
586.45	82.7527	461	0	180	-15.3334
586.389	82.7473	461.064	0	180	-15.4274
586.328	82.7419	461.128	0	180	-15.5213
586.267	82.7365	461.192	0	180	-15.6152
586.206	82.7311	461.257	0	180	-15.7092
586.145	82.7257	461.321	0	180	-15.8031
586.084	82.7203	461.385	0	180	-15.8971
586.024	82.7148	461.449	0	180	-15.991
585.963	82.7094	461.513	0	180	-16.085
585.902	82.704	461.577	0	180	-16.1789
585.841	82.6986	461.642	0	180	-16.2728
585.78	82.6932	461.706	0	180	-16.3668
585.719	82.6878	461.77	0	180	-16.4607
585.658	82.6824	461.834	0	180	-16.5547
585.597	82.677	461.898	0	180	-16.6486
585.536	82.6716	461.962	0	180	-16.7426
585.475	82.6662	462.027	0	180	-16.8365
585.414	82.6607	462.091	0	180	-16.9304
585.353	82.6553	462.155	0	180	-17.0244
585.292	82.6499	462.219	0	180	-17.1183
585.231	82.6445	462.283	0	180	-17.2123
585.171	82.6391	462.347	0	180	-17.3062
585.11	82.6337	462.412	0	180	-17.4001
585.049	82.6283	462.476	0	180	-17.4941
584.988	82.6229	462.54	0	180	-17.588
584.927	82.6175	462.604	0	180	-17.682
584.866	82.612	462.668	0	180	-17.7759
584.805	82.6066	462.733	0	180	-17.8699
584.744	82.6012	462.797	0	180	-17.9638
584.683	82.5958	462.861	0	180	-18.0577
584.622	82.5904	462.925	0	180	-18.1517
584.561	82.585	462.989	0	180	-18.2456
584.5	82.5796	463.053	0	180	-18.3396
584.439	82.5742	463.118	0	180	-18.4335
584.378	82.5688	463.182	0	180	-18.5275
584.318	82.5633	463.246	0	180	-18.6214
584.257	82.5579	463.31	0	180	-18.7153
584.196	82.5525	463.374	0	180	-18.8093
584.135	82.5471	463.438	0	180	-18.9032
584.074	82.5417	463.503	0	180	-18.9972
584.013	82.5363	463.567	0	180	-19.0911
583.952	82.5309	463.631	0	180	-19.1851
583.891	82.5255	463.695	0	180	-19.279
583.83	82.5201	463.759	0	180	-19.3729
583.769	82.5146	463.823	0	180	-19.4669
583.708	82.5092	463.888	0	180	-19.5608
583.647	82.5038	463.952	0	180	-19.6548
583.586	82.4984	464.016	0	180	-19.7487
583.525	82.493	464.08	0	180	-19.8426
583.465	82.4876	464.144	0	180	-19.9366
583.404	82.4822	464.208	0	180	-20.0305
583.343	82.4768	464.273	0	180	-20.1245
583.282	82.4714	464.337	0	180	-20.2184
583.221	82.4659	464.401	0	180	-20.3124
583.16	82.4605	464.465	0	180	-20.4063
583.099	82.4551	464.529	0	180	-20.5002
583.038	82.4497	464.593	0	180	-20.5942
582.977	82.4443	464.658	0	180	-20.6881
582.916	82.4389	464.722	0	180	-20.7821
582.855	82.4335	464.786	0	180	-20.876
582.794	82.4281	464.85	0	180	-20.97
582.733	82.4227	464.914	0	180	-21.0639
582.672	82.4172	464.979	0	180	-21.1578
582.612	82.4118	465.043	0	180	-21.2518
582.551	82.4064	465.107	0	180	-21.3457
582.49	82.401	465.171	0	180	-21.4397
582.429	82.3956	465.235	0	180	-21.5336
582.368	82.3902	465.299	0	180	-21.6275
582.307	82.3848	465.364	0	180	-21.7215
582.246	82.3794	465.428	0	180	-21.8154
582.185	82.374	465.492	0	180	-21.9094
582.124	82.3685	465.556	0	180	-22.0033
582.063	82.3631	465.62	0	180	-22.0973
582.002	82.3577	465.684	0	180	-22.1912
581.941	82.3523	465.749	0	180	-22.2851
581.88	82.3469	465.813	0	180	-22.3791
581.819	82.3415	465.877	0	180	-22.473
581.759	82.3361	465.941	0	180	-22.567
581.698	82.3307	466.005	0	180	-22.6609
581.637	82.3253	466.069	0	180	-22.7549
581.576	82.3198	466.134	0	180	-22.8488
581.515	82.3144	466.198	0	180	-22.9427
581.454	82.309	466.262	0	180	-23.0367
581.393	82.3036	466.326	0	180	-23.1306
581.332	82.2982	466.39	0	180	-23.2246
581.271	82.2928	466.454	0	180	-23.3185
581.21	82.2874	466.519	0	180	-23.4125
581.149	82.282	466.583	0	180	-23.5064
581.088	82.2766	466.647	0	180	-23.6003
